1510,android-expert+android-intermediate+android-beginner,6/28/2016 12:00:00 AM,android-expert,104,FCI,Mobility solutions for fast check in,9/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,103,0,800
893,android-expert+android-intermediate+android-beginner,7/18/2016 12:00:00 AM,android-intermediate,288,RMC,RMC,9/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,287,0,865
1222,ios-expert+ios-intermediate+ios-beginner,6/28/2016 12:00:00 AM,ios-intermediate,118,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,288,0,870
1475,ios-expert+ios-intermediate+ios-beginner,6/28/2016 12:00:00 AM,ios-expert,105,FCI,Mobility solutions for fast check in,9/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,104,0,800
1638,android-beginner,4/25/2016 12:00:00 AM,android-beginner,40,FCI,Mobility solutions for fast check in,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,39,0,870
1669,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,4/8/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,91,FCI,Mobility solutions for fast check in,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,90,0,870
1846,android-beginner,5/20/2016 12:00:00 AM,android-beginner,125,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,124,0,860
1628,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,4/30/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,90,FCI,Mobility solutions for fast check in,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,89,0,870
976,ios-expert+ios-intermediate+ios-beginner,7/18/2016 12:00:00 AM,ios-intermediate,289,RMC,RMC,10/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,276,0,865
1015,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,4/29/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,421,CDM,Customer document management,6/15/2016 12:00:00 AM,9/30/2016 12:00:00 AM,420,0,865
1930,ios-beginner,4/12/2016 12:00:00 AM,ios-beginner,120,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,119,0,870
744,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,5/13/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,371,CON,CRM online,6/15/2016 12:00:00 AM,7/15/2016 12:00:00 AM,370,0,800
1741,ios-beginner,5/13/2016 12:00:00 AM,ios-beginner,122,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,121,0,870
1114,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,5/31/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,373,CON,CRM online,6/15/2016 12:00:00 AM,7/15/2016 12:00:00 AM,372,0,800
669,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,5/31/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,374,CON,CRM online,6/15/2016 12:00:00 AM,9/30/2016 12:00:00 AM,373,0,800
1350,ios-intermediate+ios-beginner,6/30/2016 12:00:00 AM,ios-intermediate,106,FCI,Mobility solutions for fast check in,10/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,117,0,800
1483,ios-intermediate+ios-beginner,6/30/2016 12:00:00 AM,ios-beginner,124,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,123,0,870
1147,ios-intermediate+ios-beginner,9/12/2016 12:00:00 AM,ios-beginner,126,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,125,0,870
1307,ios-intermediate+ios-beginner,9/12/2016 12:00:00 AM,ios-beginner,188,FCI,Mobility solutions for fast check in,2/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,187,0,870
997,ios-intermediate+ios-beginner,9/21/2016 12:00:00 AM,ios-beginner,189,FCI,Mobility solutions for fast check in,2/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,188,0,870
3424,java-beginner+ oracle-beginner,7/12/2016 12:00:00 AM,java-beginner,78,ONB,Online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,584,0,870
3140,java-beginner+ oracle-beginner,7/16/2016 12:00:00 AM,java-beginner+ oracle-beginner,57,ONB,Online banking,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,586,0,870
3617,java-beginner+ oracle-beginner,8/31/2016 12:00:00 AM,java-beginner+ oracle-beginner,58,ONB,Online banking,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,587,0,870
3655,java-beginner+ oracle-beginner,9/1/2016 12:00:00 AM,java-beginner+ oracle-beginner,71,ONB,Online banking,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,590,0,870
3291,java-beginner+ oracle-beginner,9/12/2016 12:00:00 AM,java-beginner,524,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,579,0,890
3945,java-beginner+ oracle-beginner,9/12/2016 12:00:00 AM,java-beginner+ oracle-beginner,74,ONB,Online banking,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,593,0,870
3430,java-beginner+ oracle-beginner,9/12/2016 12:00:00 AM,java-beginner+ oracle-beginner,265,MRE,Mobile re-design,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,744,0,870
3194,java-beginner+ oracle-beginner,9/21/2016 12:00:00 AM,.net-expert+ azure-expert,154,MFR,Multi-facility reporting,7/10/2016 12:00:00 AM,2/10/2018 12:00:00 AM,153,0,1000
3109,java-beginner+ oracle-beginner,9/21/2016 12:00:00 AM,java-beginner+ oracle-beginner,266,MRE,Mobile re-design,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,745,0,870
3207,java-beginner+ oracle-beginner,9/21/2016 12:00:00 AM,java-beginner,753,OAN,Online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,506,0,850
2356,java-beginner+ oracle-beginner,9/30/2016 12:00:00 AM,java-beginner+ oracle-beginner,267,MRE,Mobile re-design,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,746,0,870
2601,java-beginner+ oracle-beginner,9/30/2016 12:00:00 AM,java-beginner,517,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,522,0,885
3116,java-beginner+ oracle-beginner,9/30/2016 12:00:00 AM,java-beginner,197,FCI,Mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,810,0,870
3152,java-beginner+ oracle-beginner,10/30/2016 12:00:00 AM,java-beginner,519,RCI,Real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,524,0,855
3035,java-beginner+ oracle-beginner,10/30/2016 12:00:00 AM,.net-intermediate+ sharepoint-beginner,833,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,426,0,1000
3259,java-beginner+ oracle-beginner,10/30/2016 12:00:00 AM,.net-intermediate+ sharepoint-beginner,834,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,832,0,1000
3310,java-beginner+ oracle-beginner,11/11/2016 12:00:00 AM,.net-intermediate+ sharepoint-beginner,835,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,833,0,1000
4533,java-beginner+ oracle-beginner,11/20/2016 12:00:00 AM,.net-intermediate+ sharepoint-intermediate,771,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,325,0,1000
3653,java-beginner+ oracle-beginner,6/30/2017 12:00:00 AM,java-intermediate+ mongodb-intermediate,684,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,683,0,1000
3477,java-beginner+ oracle-beginner,6/30/2017 12:00:00 AM,.net-intermediate+ sharepoint-intermediate,328,WMS,WMS,7/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,924,0,1000
234,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,5/2/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,552,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,551,0,870
227,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,5/30/2016 12:00:00 AM,java-expert+ angularjs-expert+ oracle-expert,140,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,139,0,800
151,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,5/31/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,141,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,140,0,800
363,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,5/31/2016 12:00:00 AM,java-expert+ angularjs-expert+ oracle-expert,532,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,531,0,800
266,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,5/31/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,533,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,532,0,800
206,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,6/1/2016 12:00:00 AM,java-expert+ angularjs-expert+ oracle-expert,679,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,678,0,850
315,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,6/3/2016 12:00:00 AM,java-expert+ angularjs-expert+ oracle-expert,680,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,679,0,850
187,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,6/13/2016 12:00:00 AM,java-expert+ angularjs-intermediate+ oracle-intermediate,681,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,680,0,850
464,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,6/30/2016 12:00:00 AM,java-expert+ angularjs-expert+ oracle-expert,754,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,753,0,800
269,java-expert+ angularjs-expert+ oracle-expert+java-intermediate+java-beginner+ angularjs-intermediate+ angularjs-beginner+ oracle-intermediate+ oracle-beginner,6/30/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,553,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,552,0,870
784,java-expert+ angularjs-intermediate+ oracle-intermediate+java-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,6/3/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,554,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,553,0,870
585,java-expert+ angularjs-intermediate+ oracle-intermediate+java-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,6/3/2016 12:00:00 AM,java-intermediate+ angularjs-beginner+ oracle-intermediate,710,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,709,0,875
458,java-expert+ angularjs-intermediate+ oracle-intermediate+java-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,6/30/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,555,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,554,0,870
806,java-expert+ angularjs-intermediate+ oracle-intermediate+java-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,11/11/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,719,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,718,0,900
894,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,5/31/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,556,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,555,0,870
1161,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,5/31/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,557,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,556,0,870
1376,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,6/10/2016 12:00:00 AM,java-intermediate+ angularjs-beginner+ oracle-intermediate,682,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,681,0,855
959,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,6/13/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,551,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,550,0,870
1129,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,6/13/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,548,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,547,0,870
943,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,6/30/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,549,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,548,0,870
1157,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,7/1/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,550,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,549,0,870
1034,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,7/11/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,758,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,757,0,870
1005,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,7/11/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,757,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,756,0,870
1762,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,7/11/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,683,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,682,0,880
2057,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,7/11/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,755,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,754,0,870
1283,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,7/11/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,801,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,800,0,870
1080,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,7/13/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,802,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,801,0,870
1027,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,11/11/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,721,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,720,0,900
1065,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,11/11/2016 12:00:00 AM,.net-intermediate+ wpf-intermediate,796,EPF,EFPR,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,795,0,1000
1453,java-intermediate+ angularjs-intermediate+ oracle-intermediate+java-beginner+ angularjs-beginner+ oracle-beginner,12/31/2016 12:00:00 AM,java-intermediate+ angularjs-intermediate+ oracle-intermediate,707,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,706,0,855
2245,ios-beginner,5/31/2016 12:00:00 AM,ios-beginner,190,FCI,Mobility solutions for fast check in,2/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,189,0,870
1339,ios-beginner,6/1/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,708,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,707,0,1000
1607,android-intermediate+android-beginner,4/30/2016 12:00:00 AM,android-intermediate,97,FCI,Mobility solutions for fast check in,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,96,0,870
1544,android-intermediate+android-beginner,5/16/2016 12:00:00 AM,android-intermediate,96,FCI,Mobility solutions for fast check in,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,95,0,870
1346,android-intermediate+android-beginner,7/11/2016 12:00:00 AM,android-intermediate,107,FCI,Mobility solutions for fast check in,9/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,106,0,800
1752,android-intermediate+android-beginner,12/31/2016 12:00:00 AM,android-beginner,185,FCI,Mobility solutions for fast check in,2/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,184,0,870
1272,java-intermediate+ angularjs-beginner+ oracle-intermediate+java-beginner+ oracle-beginner,5/16/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,803,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,802,0,870
1552,android-intermediate+android-beginner,12/31/2016 12:00:00 AM,android-beginner,186,FCI,Mobility solutions for fast check in,2/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,185,0,870
2136,android-beginner,6/1/2016 12:00:00 AM,android-beginner,121,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,120,0,800
1890,android-beginner,6/1/2016 12:00:00 AM,android-beginner,123,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,122,0,870
1833,android-beginner,6/28/2016 12:00:00 AM,android-beginner,127,INF,Informatics,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,126,0,870
1719,android-beginner,12/31/2016 12:00:00 AM,android-beginner,187,FCI,Mobility solutions for fast check in,2/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,186,0,870
1388,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,6/6/2016 12:00:00 AM,java-beginner+ mongodb-beginner,988,SAN,SANA,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,785,0,900
907,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,6/6/2016 12:00:00 AM,java-beginner+ mongodb-beginner,989,SAN,SANA,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,786,0,900
1342,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,6/28/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,994,SAN,SANA,12/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,993,0,900
1406,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,6/28/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,698,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,697,0,900
983,java-intermediate+ angularjs-beginner+ oracle-intermediate+java-beginner+ oracle-beginner,6/13/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,804,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,803,0,870
1673,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,6/28/2016 12:00:00 AM,java-intermediate+ mongodb-intermediate,991,SAN,SANA,12/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,990,0,900
1787,android-beginner,12/31/2016 12:00:00 AM,.net-beginner+ sharepoint-beginner,324,WMS,WMS,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,323,0,1000
1302,java-intermediate+ angularjs-beginner+ oracle-intermediate+java-beginner+ oracle-beginner,11/11/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,718,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,717,0,900
3640,java-beginner+ angularjs-beginner+ oracle-beginner,3/9/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,566,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,565,0,870
2112,java-beginner+ angularjs-beginner+ oracle-beginner,3/31/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,697,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,696,0,850
2552,java-beginner+ angularjs-beginner+ oracle-beginner,3/31/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,559,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,558,0,870
2640,java-beginner+ angularjs-beginner+ oracle-beginner,4/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,560,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,559,0,870
3893,java-beginner+ angularjs-beginner+ oracle-beginner,4/8/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,561,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,560,0,870
2856,java-beginner+ angularjs-beginner+ oracle-beginner,4/11/2016 12:00:00 AM,java-beginner+ oracle-beginner,306,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,70,0,890
3347,java-beginner+ angularjs-beginner+ oracle-beginner,4/12/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,563,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,562,0,870
2366,java-beginner+ angularjs-beginner+ oracle-beginner,4/18/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,564,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,563,0,870
2725,java-beginner+ angularjs-beginner+ oracle-beginner,4/28/2016 12:00:00 AM,java-beginner+ oracle-beginner,312,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,76,0,850
2348,java-beginner+ angularjs-beginner+ oracle-beginner,4/29/2016 12:00:00 AM,java-beginner+ oracle-beginner,311,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,75,0,895
3304,java-beginner+ angularjs-beginner+ oracle-beginner,4/30/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,567,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,566,0,870
3108,java-beginner+ angularjs-beginner+ oracle-beginner,5/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,568,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,567,0,870
2217,java-beginner+ angularjs-beginner+ oracle-beginner,5/4/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,686,SNE,S98,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,685,0,855
3181,java-beginner+ angularjs-beginner+ oracle-beginner,5/4/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,569,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,568,0,870
2459,java-beginner+ angularjs-beginner+ oracle-beginner,5/9/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,570,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,569,0,870
2638,java-beginner+ angularjs-beginner+ oracle-beginner,5/11/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,571,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,570,0,870
2654,java-beginner+ angularjs-beginner+ oracle-beginner,5/13/2016 12:00:00 AM,java-beginner+ oracle-beginner,309,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,73,0,850
1947,java-beginner+ angularjs-beginner+ oracle-beginner,5/16/2016 12:00:00 AM,java-beginner+ oracle-beginner,307,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,71,0,890
2746,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,574,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,573,0,870
2419,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,575,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,574,0,870
3023,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,576,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,575,0,870
2100,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ oracle-beginner,310,FDP,Front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,74,0,890
2555,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,799,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,798,0,870
3000,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,800,ERD,eReader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,799,0,870
1921,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,713,SNE,S98,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,712,0,855
4567,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,558,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,557,0,870
3881,java-beginner+ angularjs-beginner+ oracle-beginner,6/1/2016 12:00:00 AM,java-beginner+ angularjs-beginner+ oracle-beginner,572,FLM,Flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,571,0,870
